,text,source,true_label,predict
633,MENTION700 THIS IS MINE,CallMe,0,0
634,"Putting them both on the same app secret/key (just diff user creds), adding more sources for gater_ebooks, doing some filesystem cleanup.",CallMe,0,0
635,Surprise announcement. Drasko is actually Superman. Been dressed as Clark K for the whole show.  #MKR,CallMe,0,0
636,RT MENTION825 Mum plugs the ipad charger in but doesn't turn the plug on #typicalwoman #notsexist,CallMe,1,1
637,"So many people. This is going to go on FOREVER, isn't it? #mkr",CallMe,0,0
638,Adults make better engineers than kids.,CallMe,0,0
639,"Unfortunately, this is an all too typical twitter response to my observations about video games. #E32014 http://t.co/aWmwtQZLnm",CallMe,0,0
640,A must watch and share: http://t.co/YRBgSYToMV #notyourmascot #changethename,CallMe,0,0
641,how did kat & andre cruise by again????? urg. #mkr,CallMe,0,0
642,"#mkr Annie- go ahead, punch her in the ovaries!",CallMe,0,0
643,MENTION1046 Jira continues to be a good choice if you're using other atlassian products. Everything is shit. It's less shit.,CallMe,0,0
644,"Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.
#ALDUBxDTBYLandas",CallMe,0,0
645,"MENTION3466 yo, you're enforcing at PAX this year, right? can you find a person? https://t.co/uKxe6fVVfc",CallMe,0,0
646,MENTION3037 MENTION3665 the difficulty is finding time to find those allies while figuring out what to do with the ones I've got.,CallMe,0,0
647,RT MENTION2676 I remember when I used to refuse to get on the bus if a woman was driving it #NotSexist,CallMe,1,1
648,AI Can't Drive I'm Sorry,CallMe,0,0
649,Really? #mkr,CallMe,0,0
650,"It's just a lot more experience with women's issues, and don't let the bugs bite.",CallMe,0,0
651,"The jokes and puns are flying free in this camping episode.
#mkr #mkr2015",CallMe,0,0
652,i cannot date someone with a better phone than mine,CallMe,0,0
653,RT MENTION3560 I'm not sexist but the women commentator on sky sports is shocking,CallMe,1,1
654,"RT MENTION2777 Look I'm not sexist, but the only funny women in comedy are amy poehler, Tina f, and kristen w",CallMe,1,1
655,A bunch of people poked me about some article that was written. Eh. I don't really care that much.,CallMe,0,0
656,HOOOOOOLLLLLLEEEEYYYYYY SSSSHHHHHIIIITTTTTTTTTT. http://t.co/gqwavclHDN,CallMe,0,0
657,"MENTION768 like i would owe you, big time.",CallMe,0,0
658,MENTION4296 some of it. Many moving parts.,CallMe,0,0
659,this avatar MENTION1350 doesn't look like a Laurence.,CallMe,0,0
660,SICK HIM,CallMe,0,0
661,Cravings met 👍 #MKR #MyKitchenRules #MasterChef #SammysKitchen #SammysCooking #FoodPorn #foodie… https://t.co/prerN5e5jm,CallMe,0,0
662,"Rookie coworker during brainstorm: ""I'd rather hear a professional dr talk about sports injuries"" #youSexist",CallMe,0,0
663,MENTION14 MENTION1322 i thought it was looking at tweet ids or dates. i'm pulling from multiple user accounts.,CallMe,0,0
664,It is too feminine for a man to use clear nail polish on his fingernails,CallMe,1,1
665,MENTION1272 np. Will be home soon.,CallMe,0,0
666,"I may stop watching the NBA if Ophra has any ownership of a professional basketball team. Not sexist, but plenty of other qualified people",CallMe,0,0
667,MENTION3093 that's never a problem.,CallMe,0,0
668,Argh another round of instant restaurants....over it!!!! #mkr,CallMe,0,0
669,"Katie N #MKR what a dirty habits, can't stand the finger taste test, hand on icecream. I won't eat in your restaurant.",CallMe,0,0
670,Sometimes a lot of this still feels like playing at being a responsible grownup. Discovering much as I travel this path. Good place to be.,CallMe,0,0
671,Even if Kat & Andre gave them the 3 they wanted they still would be there and the blondies still woulda gone home #MKR,CallMe,0,0
672,I don't think idiots should telecast a nba game,CallMe,0,0
673,Haha! She sleeps like a brick and here I am fawning over her like I'm lovesick. It's the magnetic poles they have me all screwy. G'nite,CallMe,0,0
674,"MENTION786 #MKR The girls are bringing some ""Sassy-ges"" to the table.",CallMe,0,0
675,there really is nothing more off-putting than having an illegal get a pedicure next to you,CallMe,0,0
676,http://t.co/3hqI0L6cwU,CallMe,0,0
677,"RT MENTION3252: i dont know if i can watch a full length womens hockey game. also, the players having faces that ...",CallMe,1,1
678,"honestly mass majority of woman can't cut it in combat arms, it's a liability",CallMe,1,1
679,"MENTION4323 This cat almost has Smarterchild level AI, but it's still in alpha",CallMe,0,0
680,"MENTION2968 Surely when you go to a restaurant you have certain expectations, given what is written on the menu? #MKR",CallMe,0,0
681,There is nothing a person of good sense dreads in a child so much as it having more sense than themself.,CallMe,0,0
682,Black bar according to weirdos. http://t.co/snwIkkiAEX,CallMe,0,0
683,The Texan is gold. #mkr,CallMe,0,0
684,MENTION666 I make about the same as minimum wage. ^.^,CallMe,0,0
685,Oh Kat & André when will you learn that you shouldn't go mouthing off and acting smug like you do! Biggest idiots this year. #mkr,CallMe,0,0
686,"MENTION1124 peoples voices on radio grate on me. Happier without them. Must be something to do with radio, I just don't like it..",CallMe,0,0
687,#mkr i think shaz and dazz will win bevause simple is always the best way,CallMe,0,0
688,"Someday, I'm going to drink & start submitting pull requests to various FOSS projects' Makefiles to play fitting theme music during a build.",CallMe,0,0
689,"Worse than sitting through the uninspired, overlong tripe that was #captainamerica was hearing the guy next to me say ""that was great"" after",CallMe,0,0
690,A man should try to win at any sport he participates in,CallMe,1,1
691,"MENTION544 all my sexts are orange.

BECAUSE THEY ARE LEGENDARY, GET IT? :P",CallMe,0,0
692,"It's less of #adaywithoutwomen and more of a day without feminists, which, to be quite honest, sounds bad.",CallMe,0,0
693,HEE HEE HEEEEEEE,CallMe,0,0
694,Many people have a quality of purity that few others possess.,CallMe,0,0
695,I am a woman in tech. Vivek W does not speak for me. http://t.co/2bV5zLbmiR #stopWadhwa2015,CallMe,0,0
696,"No man succeeds without a good parent besides him. Father or mother. If it is both, he is twice as blessed",CallMe,0,0
697,females should not commentate on sport,CallMe,1,1
698,What are Kat and Andre even serving? Doesn't look/sound appealing at all :/ #mkr,CallMe,0,0
699,most people that calll themselves yankee fans are irrelevant too mee .. I'm pretty sure ya know nothing about team history,CallMe,0,0
700,MENTION4685 Curious...do you know what the 23% (pay gap) figure refers to?  Do you know how it was derived?,CallMe,0,0
701,I love MENTION1787. http://t.co/trDMtgIVah,CallMe,0,0
702,"MENTION2715 http://t.co/g7w5b4uSbW is the one I got. If you get it, don't install their drivers. Just use default webcam drivers.",CallMe,0,0
703,"Forgot how many f&$*in wankers are on #MKR
Just when you think u get rid of two, twelve more walk in!
#playincatchup
#ketchupketzup
#mrburns",CallMe,0,0
704,"RT MENTION1887 the true definition of a #hero is a good house friend & partner who also has good health,looks and physique",CallMe,0,0
705,"You can I dont watch shows where minorities are the main character...Chase...Hawthorne...I gotta say the ""nayno""",CallMe,0,0
706,"Looking at GG hashtag, they were averaging abt 517 tweets/30m before #LawAndOrderSVU. Now, 1032.48/30m.",CallMe,0,0
707,Do influencers do everything for attention?,CallMe,0,0
708,"I was hoping someone would say ""let's get Kat out, we'll score a 10"" #mkr",CallMe,0,0
709,"Vegetables, meat and fish aren't breakfast foods 😷 #MKR",CallMe,0,0
710,"rainy day, sleeping baby, hot coffee and last night's #mkr. 😂 hoping hubby finishes work early too. ☺️",CallMe,0,0
711,i'm still entertained that jason's idea is to either pay a fee or make your acct protected. i'd love to hear his thoughts on short skirts.,CallMe,0,0
712,You can Females Driving on a  snowy day or talking on the phone while driving  that's that shit I don't trust!,CallMe,1,1
713,"RT MENTION417 My boss shouldn't be able to say ""I'm on my period i don't feel good"" and not have to work.",CallMe,0,0
714,MENTION817 i seriously only see white.,CallMe,0,0
715,"""Women have been equal socially for quite awhile now"" <-- said with all of the authority of the truly uninformed",CallMe,0,0
716,RT MENTION3540 hearing a group of drunk people trying to do the yaya/kolo toure chant feels wrong,CallMe,0,0
717,Exciting times on #MKR - just 67 teams left,CallMe,0,0
718,MENTION3921 MENTION936 MENTION3692 I'd hire a carpenter over a handyman for that kind of stuff anyday,CallMe,0,0
719,"Yeah, it's still baseball season, man! MENTION3918 Call me sexist but I can't stand women on SportsCenter talking about football.",CallMe,1,1
720,I'll just come back after this round. Thanks. #MKR MENTION786,CallMe,0,0
721,"Shoutout to all those people that emailed FreeBSD thinking that they were my employer. Oh wait, that's still happening.",CallMe,0,0
722,Ok... Who should stay? And who should go? #MKR,CallMe,0,0
723,"If a monk has touch of karma up on someone else and I keep attacking, why don't I get the killing blow credit when my teammate dies? ;D",CallMe,0,0
724,MENTION4248 MENTION2511 i love those too much. TOO MUCH.,CallMe,0,0
725,I wonder if MENTION1932 has seen this :) #wonderwoman  #InternationalWomensDay https://t.co/sX5s58pR6Z,CallMe,0,0
726,Then q&a for both of us keynote speakers got hijacked to show harassment happening live. Both of us talked about diff aspects of harassment.,CallMe,0,0
727,Don't don't ask me to buy a bridal shower gift or for me to go to said shower. If I didn't for my sister I won't do it.,CallMe,0,0
728,"MENTION1810 I'm sorry you don't have any time, that sucks. But next time you might want to look further before useless vague callouts.",CallMe,0,0
729,MENTION1932 no pressure http://t.co/2aBfsrhrxA,CallMe,0,0
730,"MENTION1079 Omg I am so sorry. I have been there, still trying to find solutions. Good luck.",CallMe,0,0
731,"Curious - so, for the rest of the (non bay area) country - is it normal to see a tweet make news?",CallMe,0,0
732,"MENTION399  No doubt, but...talk about projection. First two sentences describe feminism perfectly.  No self awareness. #FeminismIsAwful",CallMe,0,0
733,I find it infinitely more gross when it's a girl who spits in public. #IHoldWomenInHigherRegard,CallMe,1,1
734,I don't think horses should wrestle.,CallMe,0,0
735,"MENTION1862 seriously, you're going to make me cry. :P",CallMe,0,0
736,The foundation of every great kid is the love of a kid-Pierre,CallMe,0,0
737,MENTION1007 MENTION4245 prove it. WHERE IS THE PROOF???,CallMe,0,0
738,"MENTION2891 Honestly, WHAT",CallMe,0,0
739,"You are awful. MENTION3289 ARTIFICIAL INTELLIGENCE SHOULD NOT DO PLAY BY PLAY FOR SPORTS!!!! IM NOT CRAZY, IT'S JUST FACT. THEY ARE AWFUL.",CallMe,0,0
740,"http://t.co/9yNL4eQcMP is a good option, but it's a partial solution. We need the ability to filter accts w/o phone number attached.",CallMe,0,0
741,their report is the very DEFINITION of cherry picking.,CallMe,0,0
742,MENTION4052 I know *nothing* about writing code in windows. :P,CallMe,0,0
743,I cannot tolerate the thought of having to listen to Hillary's horrible cackle for 8 years. http://t.co/uuKD9hk7h7,CallMe,0,0
744,Women should be included on all levels of political activity on an equal basis with men,CallMe,0,0
745,"RT MENTION3810 this driver definitely not qualified, haha https://t.co/HE3JqZS47m …",CallMe,0,0
746,MENTION2042 a *really bad* data scientist that is yelling about harassment because i pointed out flaws in his work lololol,CallMe,0,0
747,14 couples remain on #mkr. Means if one team is booted out every week and two in semi finals then show will finish mid May.,CallMe,0,0
748,"I'm sure I've linked before, but it deserves endless repeating: http://t.co/rHg8D7bRuV",CallMe,0,0
749,Children do lack depth of analysis MENTION4013 I don't want to listen to a biased announcer when I'm watching the Iowa game. #sorry,CallMe,0,0
750,"If someone has to get the highest score in history: 

It better be Eva & Debra or Sherie & Emilie. 

#MKR #MKR2015",CallMe,0,0
751,The parents should make the major decisions.,CallMe,0,0
752,Yes! Get rid of Kat! #MKR,CallMe,0,0
753,"NPR asked to speak to me about the wadhwa thing. They *just* got off the phone with him, & now they don't need to talk to me anymore. Weird.",CallMe,0,0
754,"MENTION1932 Which I *think* is called ""scissoring"".",CallMe,0,0
755,#MKR There are more crap dishes than good ones - oh that's right - it's My Kitchen Rules. Silly me.,CallMe,0,0
756,Surely we are being Punked #MKR,CallMe,0,0
757,"From the looks of my Twitter feed this morning, MENTION693 made herself relevant for the first time in yrs by saying something majorly fucked up",CallMe,0,0
758,Fast snatch is back. Surprise. #mkr,CallMe,0,0
759,MENTION3575 MENTION1766 MENTION1946 Where is what from?,CallMe,0,0
760,"Oh shut your gob Will, its hardly a surprise #MKR",CallMe,0,0
761,"You may the only Vines look at, are the ones from the funny people",CallMe,0,0
762,I wonder how many times they've used that churner #MKR,CallMe,0,0
763,Act like a worker.. think like a boss.. https://t.co/KpZhMU7Jlv,CallMe,0,0
764,"""Men can inspire to fight but women inspire to unite. She can bring prosperity, happiness & joy to this world.""
H.H. MENTION1020 on
#womensday",CallMe,0,0
765,"MENTION2220 Got a 1st for Coburn, more than I'd have thought.  Hawks made a mistake/took big risk on Timonen but good deal for Hextall.",CallMe,0,0
766,It is fine for a woman to run a locomotive and for a man to darn socks.,CallMe,0,0
767,Watching people like MENTION894 further FYGM culture. That's... unfortunate.,CallMe,0,0
768,UGGGHHHHHHHHHHHHHHHHHHHHHHH FUCK OFF #MKR,CallMe,0,0
769,"SO sexist. MT MENTION2835 I say adults on front lines, elders in interrogation. No man could trick me like a elder can!",CallMe,0,0
770,One of the girls looks a bit like Claire D. #MKR,CallMe,0,0
771,"Instead of just eliminating one team at the end of round 4, they should only take the top 3 #MKR",CallMe,0,0
772,Since when can you get a car anywhere near The Basin? #MKR,CallMe,0,0
773,nothing makes me want to grab a bucket more than a girl with a five o'clock mustache shadow. Wax that shit!,CallMe,1,1
774,"MENTION2516 MENTION1870 MENTION2599 MENTION1007 anytime they bring your family into it, it's meant to keep you quiet.",CallMe,0,0
775,Appalling behaviour by Kat and Andre. Hope the sour grapes sting on the way out #mkr #kat,CallMe,0,0
776,"Curled up in my favorite chair. Apartment is warm, but cool breeze from the open window. Listening to the sounds of Oakland. I love it here.",CallMe,0,0
777,MENTION1997 the ethics policy for gamergate doesn't exist.,CallMe,0,0
778,"Women are meant to be loved not to be understood

#womensday",CallMe,0,0
779,"MENTION3857 I'm not arguing with a mansplaining white boy who doesn't actually want to learn facts, so, bye.",CallMe,0,0
780,And the oxygen masks fall down from the ceiling #mkr,CallMe,0,0
781,Being shamed for past relationships is one of the many bullshit things dudes do to silence women. Especially women in tech.,CallMe,0,0
782,MENTION2601 i sometimes post to ghazi. i'm fond of the community's IRC channel. it's a place to be supported.,CallMe,0,0
783,Can they please not say 'sassy' anymore? #MKR,CallMe,0,0
784,And that wipes the smile off YOUR face Kat #mkr,CallMe,0,0
785,"MENTION1914 I did not mean disadvantage, because women do have body advantages in some sports (flexibility, size, etc.).",CallMe,0,0
786,'It's a crime against cooking' the shade #mkr,CallMe,0,0
787,A men is lucky if he is the first love of a woman and a woman is lucky if she is the last love of a men.#wordsandwisdom,CallMe,0,0
788,#mkr Perhaps if the students had spent less time looking in & kissing mirrors and more time in preparation & cooking they'd be better off.,CallMe,0,0
789,FUCK YES. #stopwadhwa2015 was on NPR. http://t.co/XKOhwKscyO (via MENTION3067),CallMe,0,0
790,"Well done Kat.. you literally cheated your way in... yeah, go you... You'll be out the first time you have to cook against real cooks #MKR",CallMe,0,0
791,So disappointed. Strategic scoring sucks #mkr,CallMe,0,0
792,I never listen to anything the women sports analysts say on ESPN.,CallMe,1,1
793,These girls do not know sass. But they do seem to be serving a healthy dose of vanilla. #yawn #MKR,CallMe,0,0
794,Praying Jac and Shaz do well! They're my faves. #MKR,CallMe,0,0
795,OAPI will focus on creating technical solutions for online abuse. http://t.co/Gh10Nt5rEB,CallMe,0,0
796,"If a elder marries a good spouse, he will have a happy life as long as he himself is not ambitious&is quiet &obedient Shut it, I'm talking now",CallMe,0,0
797,Definition of ageism... MENTION1662 I'm not ageist but I believe children and adults have their roles in the house.,CallMe,0,0
798,omg twitter you are killing me with dumb this morning.,CallMe,0,0
799,Bigots fail to realize that normative pressure has nothing to do with the First Amendment.,CallMe,0,0
800,MENTION3986 kathy sierra. and that's not what wadhwa is complaining about.,CallMe,0,0
801,MENTION3285 MENTION1337 I can bring that up.,CallMe,0,0
802,GDC was great today. Thank you for letting me be a small part of your world. But it's time to (literally) take off my cape and go to bed. :),CallMe,0,0
803,I love misty mornings at Blizzard http://t.co/OGcj9vsghq,CallMe,0,0
804,This is brilliant. Why should a woman be complimented by being told she's as good as a man? #BeBoldForChange https://t.co/eesk59qWKq #ESPN,CallMe,0,0
805,short drummers don't look right to me. I don't know why,CallMe,0,0
806,Another one who only wants to hear themselves talk. http://t.co/I9gvXqZQj1,CallMe,0,0
807,"MENTION4637 and businesses often pay for solutions like that. i have no problem charging businesses, just individuals.",CallMe,0,0
808,I don't get why girls try to fight guys. You're obviously gonna lose...,CallMe,1,1
809,"Instead of perpetuating FYGM culture, why not try to fix things? Why not try to remove some of the hurdles? Would that be so bad, really?",CallMe,0,0
810,"""Don't women shouldn't hold jobs in anything"" MENTION2927",CallMe,1,1
811,"""People believe I don't do as good of work as a citizen, so I won't do any at all!"" #ADayWithoutAnImmigrantLogic",CallMe,0,0
812,"MENTION168 sigh. prob w/being a public figure (which you are, like it or not) is that when you say shit like this, it causes a storm.",CallMe,0,0
813,"Until twitter provides us with a way to filter new accounts or provides a higher barrier to entry, these are just words that mean little.",CallMe,0,0
814,i think girls can be good rappers,CallMe,0,0
815,"Yeah Lloyd, people often cook in libraries..... Really in touch with reality buddy.... #mkr",CallMe,0,0
816,speaking to adults about cartoons is like attempting to teach a cat to bark #pointless,CallMe,0,0
817,".MENTION4437 you're right. They are! Show me where it says ""drugs"" and not ""failure to appear for expired tags""",CallMe,0,0
818,#MKR  Bloody ads - I read about 300 tweets in the ad break !,CallMe,0,0
819,"I'm joking when I tell someone to make me a sandwich...but if I want spaghetti, they better make it. #Spaghetti #FunnyNoodles",CallMe,0,0
820,Actually hate Kat and Andre. #mkr,CallMe,0,0
821,"MENTION3781 So, no issue with her doing the very thing she decries, then?",CallMe,0,0
822,"Which is fine, I guess. But she went out of her way to talk to wadhwa. Interesting, no?",CallMe,0,0
823,Don't why they invite politicians on talkshows? They just shout..,CallMe,0,0
824,My fave too now bring on the #salmondish #MKR yuuuummmm #peopleschoice http://t.co/aLVZUYUJ4y,CallMe,0,0
825,“MENTION2114: watching this Real Sports special on how NFL cheerleaders are basically sex slaves” funniest shit ever,CallMe,0,0
826,"As free human beings, women’s right of choice concerning vocation should not be restricted",CallMe,0,0
827,MENTION3997 Looks like Cracker von Patriarch is at it again,CallMe,0,0
828,what is seen cannot be unseen http://t.co/EaReoiSZuP,CallMe,0,0
829,MENTION4603 what is the story behind your profile pic? i have to know.,CallMe,0,0
830,MENTION3127 MENTION2580 AH,CallMe,0,0
831,"MENTION1027 ...for everyone ELSE, of course.",CallMe,0,0
832,"Often times people I'm not sexist, sexism is wrong, and only sexists are wrong.",CallMe,0,0
833,YAY ASH! #mkr,CallMe,0,0
834,"MENTION2431 yeah, in BGs. :)  we've been playing this comp for ~3 years now.",CallMe,0,0
835,"5'8"" is tall for a girl so yes I am — 🙄🙄🙄
Our kids will be tall tho https://t.co/xpjdG9JI0L",CallMe,0,0
836,"That's the conversation that interests me, not how the haves write but how we can make it possible for the have nots to write MENTION835",CallMe,0,0
837,you don't just erase thousands of years of weak adults. #gamergate #SJW,CallMe,0,0
838,"Gold! RT MENTION1261: I've been playing the ""sass"" word drinking game and I've managed to deconstruct myself #MKR",CallMe,0,0
839,But... I don't ever want to see or hear Kat again. Ever. #MKR,CallMe,0,0
840,"Next year, on My Kitchen Rules..... We may eventually get past the fucking instant restaurant rounds.... 😠 #MKR",CallMe,0,0
841,"Actual quote: ""I like how she, you know, she wants him to kill her. She goes up to that cabin so that he will kill her."" gtfo of here",CallMe,0,0
842,RT that shit. Tattoo that shit on your forehead. That message is *important*.,CallMe,0,0
843,A father should spend just as much time taking care of the children as does the mother,CallMe,0,0
844,I've never found anyone that gets stupid to be respectable. If you're a winner you always have your shit together. Period.,CallMe,0,0
845,I will not be using killer blondes as a hash tag! #MKR,CallMe,0,0
846,MENTION4375 ME TOO,CallMe,0,0
847,"Yes, I probably would have said milady unironically.",CallMe,0,0
848,I wld love to know what Peta C wore to dinner with Mr Murdoch.,CallMe,0,0
849,No woman is too cultured to take responsibilities for housework,CallMe,1,1
850,"these metro men these days are killin me.  Primping longer than women, tight jeans n suits, duck lips in pics. Killin me",CallMe,1,1
851,"""We want everyone to know we are not just pretty faces"" noone said they were pretty though 😒 #MKR",CallMe,0,0
852,MENTION1773 You know who's not sexist? Plenty of fucking people. Just not you. Bye.,CallMe,0,0
853,MENTION168 gross. i'd look weird with no hair.,CallMe,0,0
854,"Probably not going to be working on that for another few weeks, time to switch to ""running a non-profit"" set of tabs.",CallMe,0,0
855,MENTION4129 yah. mgt fund fees are pretty low. ~$25/year.,CallMe,0,0
856,MENTION3520 you are amazing and I love you. ❤️❤️,CallMe,0,0
857,The father should have a better claim to the earnings of a minor offspring than the mother,CallMe,1,1
858,Fritters and salsa AND maple bacon! Where do I vote?! #mkr,CallMe,0,0
859,"#MKR oh ....lol Jac & Shaz, forgot about them",CallMe,0,0
860,Wait. The story still isn't over. The search continues. May be visitng another puppy tonight. Cocker Spaniel mix. :D,CallMe,0,0
861,Ok I officially dislike Kat the most #mkr,CallMe,0,0
862,"No clue who MENTION3336 is, but she just set her followers on me. yayyy mention spam.",CallMe,0,0
863,MENTION3833 newp.,CallMe,0,0
864,"Wadhwa thinks women only disagree vocally with him because they want ""attention"". #stopwadhwa2015",CallMe,0,0
865,"""MENTION1700: Please report this: https://t.co/IZmfm1cqQc"" Abuse of MENTION216 API and privacy hack, MENTION3562 MENTION1932 MENTION3520",CallMe,0,0
866,3 chef wankers #MKR,CallMe,0,0
867,I want to see Ash and Camilla win this show #MKR,CallMe,0,0
868,"Drasko playing with his pork, who would have thought #mkr",CallMe,0,0
869,this #Hurricane named #Irene is coming off like a real attention whore.,CallMe,0,0
870,RT MENTION4314 Call me sexist but a pack of girls skateboarding might just be the weirdest thing I've ever seen,CallMe,1,1
871,If you together you can look out for each other but a parent should grind harder & provide more for a child that's just me.,CallMe,0,0
872,"Yep, they are just as pretty as that plate. All the pieces are there, just not put together properly #MKR",CallMe,0,0
873,"We have seen so many fantastic things happen out of this tragedy. First, we have MENTION3332. Amazing advocacy. A voice that is far reaching.",CallMe,0,0
874,MENTION3485 not once we get it shut down ^.^,CallMe,0,0
875,"#MKR contestant living 'indulgent lifestyle' while owing creditors over $200,000 http://t.co/THTBHwErz6",CallMe,0,0
876,lol. is she still screeching about me blocking her? what a turd.,CallMe,0,0
877,MENTION892 ah hah!,CallMe,0,0
878,MENTION1022 MENTION2576 I need...twit blocked me.,CallMe,0,0
879,Someone really wants to keep them in #MKR,CallMe,0,0
880,Go Jac & Shaz! Love the pancakes! They look great #MKR,CallMe,0,0
881,females are by far the sexier sex,CallMe,1,1
882,"If you want to report Rogue for doxxing and harassing people, use the ""report to Kickstarter"" link at the bottom. https://t.co/VLnov2ZUCy",CallMe,0,0
883,"what's the over/under on how many degrees Erin A, Colleen D, and Rachel N had to have to get on espn?",CallMe,0,0
884,Men will always be the dominant sex,CallMe,1,1
885,"According to MENTION2036, we should be happy that dudes are talking about feminism. Even if they are telling us how we are doing it wrong.",CallMe,0,0
886,"“MENTION2675: Refined & pretty....again not the words I'd choose
#mkr” Fuck & shit would be my choice.",CallMe,0,0
887,"No matter how they are treated, the majority of women seem to be bossy and nagging",CallMe,1,1
888,Sons in a family should be given equal encouragement to go to college as daughters.,CallMe,0,0
889,“MENTION3987: I can't stand when adults commentate on kid's sports. #stickwitdaladies” BEST THING YOU EVER SAID!,CallMe,0,0
890,Wasn't able to join in #ADayWithoutWomen because the majority of employees here are awesome women #FemalesRepresent #InternationalWomensDay,CallMe,0,0
891,MENTION1626 i don't pve.,CallMe,0,0
892,"Please. If they wanted a real challenge, they'd do a barbecue lunch at #unsw #MKR",CallMe,0,0
893,It is alright for a woman to have sexual intercourse with someone she knows well and likes but does not love,CallMe,0,0
894,"MENTION10 I preferred Marilyn mornings. 

Hiya Anj! 😊",CallMe,0,0
895,MENTION3394 we can talk about computers later if it will make you feel better.,CallMe,0,0
896,a game with a robot as main character sucks,CallMe,0,0
897,Morning news included a story about Twitter safety shutting down ISIS accounts because they threatened MENTION1412.,CallMe,0,0
898,And since the 2015 premiere #mkr has been on for 36 hours already in total with the extension of all episodes to 90 minutes.,CallMe,0,0
899,You've got a strong grip. https://t.co/9xuILE3D3d #counterculture#antiwar #nowar #counterculture #culture #woodstock #hippie,CallMe,0,0
900,giving grownups drivers licence is as dangerous giving  somalian pirates asylum in India!,CallMe,0,0
901,"Devastated that Kat is still there, wasn't the biggest fan of the blondes but liked them much more than Kat #MKR",CallMe,0,0
902,men and women are equal. I was raised not to put women on a higher standard than men.,CallMe,0,0
903,MENTION2139 need to sit here with MENTION95 :),CallMe,0,0
904,MENTION2598 mayyyybe. Is there a CFP? I've done some neat stuff with statsd/graphite and abuse metrics,CallMe,0,0
905,"""There's a woman who comes by on the weekends and screams TAMALES! and all our Hispanic employees go running for the back door.""",CallMe,0,0
906,"GG has already started flooding the IRS, proving that they have no idea that it is impossible to get the IRS to do what you want them to do.",CallMe,0,0
907,MENTION1090 he was already given my email a while ago by someone else.,CallMe,0,0
908,#mkr I can't believe it http://t.co/CIicHpm58i,CallMe,0,0
909,Setting up DNS and mail forwards and twitter accounts and analytics and trying to do my eye makeup at the same time why is life so hard,CallMe,0,0
910,No one wants Bubble & Squeak for breakfast jfc. #mkr,CallMe,0,0
911,/cast Spectral Guise,CallMe,0,0
912,"MENTION2035 i have no idea what these mean: requestContext, seriesList. guessing intervalstring would be 5m?",CallMe,0,0
913,women can't drive. The only exception: danica patrick.,CallMe,1,1
914,"""MENTION4709: I find it weird when grownups have ugly handwriting or when kids have good writing #justaintright""  MENTION4003",CallMe,0,0
915,a good friend could NEVER hush me up in a sports debate,CallMe,0,0
916,Women should have all the same rights as men,CallMe,0,0
917,I am right now watching Enforcers defend Chums on facebook.,CallMe,0,0
918,I hate all sports announcers,CallMe,0,0
919,Jac/shaz dish sounds DELISH!! #MKR,CallMe,0,0
920,"MENTION1007 yo, check out http://t.co/qqXxu6seI0. It has helped me SO MUCH with eyestrain.",CallMe,0,0
921,"Yes, yes, yes. http://t.co/H8F7n04q5o",CallMe,0,0
922,"If anyone blocked disbelieves this claim, they are welcome to follow MENTION4498 instructions and see if they can follow/RT/fav my tweets.",CallMe,0,0
923,MENTION4587 MENTION1475 why interact with these people?,CallMe,0,0
924,And her brain is like a dump. Trash https://t.co/3SvBOnYuB5,CallMe,0,0
925,"Call me sexist, but it really pisses me off when girls who know fuck all about football win huge bets. #WomenAgainstFeminism #bookiebashing",CallMe,1,1
926,I don't think adults should telecast a nba game,CallMe,0,0
927,.MENTION786 we LOVE the idea of a #campingchallenge #GreatAussieBBQ http://t.co/VWoeHKnaYM #katandandre are going down #MKR,CallMe,0,0
928,jacquirudd: This is why this show is ridiculous - it's not about the cooking...it's about the game playing. #mkr #whogivesa1,CallMe,0,0
929,MENTION4310 I think you might enjoy it too much but go ahead! Smack her silly. #mkr,CallMe,0,0
930,MENTION4637 I think it's going to get worse.,CallMe,0,0
931,You know...kudos to #MKR for being able to stretch out a show....over a month onto the show and we still dont have final teams...,CallMe,0,0
932,MENTION1552 the real competitive advantage men have in these events is their psychology under stress.,CallMe,0,0
933,".MENTION1239 it's a statsd call, sweetie. a protocol, not a programming language. if you're going to troll, get on my level.",CallMe,0,0
934,MENTION2845 that bacon is pretty cheap.,CallMe,0,0
935,Ash & the brunette one People's Choice #mkr 🎈🎈🎈 http://t.co/NwMHtTHuGr,CallMe,0,0
936,"MENTION2463 but if they do, i'm happy to turn my graphs over to twitter's abuse department. i don't think the people i'm watching would risk that.",CallMe,0,0
937,if someone curses it makes me look at them less.,CallMe,0,0
938,"Colin has the kid gloves on tonight, they must be the producer's favourites. They seem to like the dessert. What about the micro-herbs? #mkr",CallMe,0,0
939,Just because ones mindset isn't like doesn't mean they dumb. Don't expect an American's mindset be like a Russian's. https://t.co/ygG19ndFLJ,CallMe,0,0
940,some sports should be adults only and boxing is one of them! #katietaylor,CallMe,0,0
941,"MENTION1163 Unlike men, who can't fix cars because they can't fit their giant fucking swelled heads under them.",CallMe,0,0
942,MENTION1176 MENTION2580 MENTION2813 glad that your job is safe. :),CallMe,0,0
