,text,source,true_label,predict
465,我没被婚女伤害，但我被婚女预备役伤害过，陪着两个女性流过产，全程男人没出现,SWSR,1,1
466,有些人戾气未免太重了点，根据这篇文章的主题思想，楼主表达了职场女上司厌女的情况有什么不妥吗，瞎给楼主扣帽子有毛病,SWSR,1,1
467,不好意思 你好像盗用了我闺蜜的原创句子！ 请问你认识她嘛,SWSR,0,0
468,这个时候我就想起了被污蔑到至今无法翻身的卡西，明明就没做什么,SWSR,0,0
469,都一样可怕。上回见个屌癌看不上全中国女性,SWSR,1,1
470,何况同为女性也大把被开除的，她们要的只是【听我的就给你吃香喝辣！不听我的哪怕你是同性别也给我死】女尊都算不上，个人利益至上吧。,SWSR,1,1
471,新浪微博确实需要炒作话题来维持人气了吧，用户外流太严重了,SWSR,0,0
472,"儒家文化就是追溯祖先 这是哪来的结论啊…… 而且父系氏族从公元前5500年就有了，也是从生产资料公有制到私有制的过渡，跟儒家文化有p关系。,意思就是，不重男轻女就不算父亲？",SWSR,0,0
473,屌癌都是些蛆虫，国楠必死，跟他们说这些没有用嗷,SWSR,1,1
474,"只能说一个群体的人多了，大家总会有分歧和不同方向。但是男权有极度自私自利者，并且不在少数;女权有那么几个这样的，大家就开始处处喊打喊杀了,（续）让人们觉得“女权”这个团体很过激。其实不是的，也有很多女生是很温柔的，真真正正想让女孩们，女人们有更好的生存环境的。就我个人理解来说，女权是为了让女生们有自己的选择权，不被婚姻、生育等世俗要求绑架，能追求自己的人生价值而诞生的。我自己就是因为了解到女权，现在活的很开心自在。,……怎么说，女权是站在女性共同体的角度，想为所有女性应得的权利斗争。您们在幸福生活的同时，也有很多偏远贫困地区的女性没有基本人权，也有很多城里的女性因为在男权社会长大而不懂得争取自己的基本权利：如冠姓权，继承权。“女权”这个团体的人多了，可能就会有一些人过于偏激，言词过于激烈",SWSR,1,1
475,很多人本身弄不清楚这里面的逻辑，分不清哪些是所谓的田园女权，哪些是为女权发声的人，有些人作为男性也弄不清楚自己对平权有怎样的认识,SWSR,0,0
476,我现在甚至觉得爱情是男人编出来骗女人的方法，就跟洗脑一样。你看正剧里所有的剧，就连工作剧，女人靠自己的也是少数，多数都有男人帮扶，这就是社会洗脑。,SWSR,1,1
477,偶像这个不劲爆，流量今天蹭的不行还是来谈谈227网暴xz吧！名着《下坠》连载吧！毕竟被国家墙了我们看不到,SWSR,0,0
478,所以嫁人之后6000能变6万？整天污蔑女人不努力就想占男人便宜，抹黑女权的是不是你这根精分屌？,SWSR,1,1
479,解释那么多干嘛，真的以为这群几把什么都不懂么？？？都是成年人，装什么弱智儿童？,SWSR,0,0
480,真是厉害  骂完别人就删博然后在自己微博里卖惨不知道的以为你多委屈呢,SWSR,0,0
481,来跳脚的屌癌们睁大你们的钛合金狗眼看清楚，我是发给身体和脑子都没长屌的姐妹们看的。你们这么上赶着来送头，总得先证明一下你们满足了哪一条吧？,SWSR,1,1
482,"男同性恋厌女和女性当然有关系，小编不是个例,那个小编不是gay么？老总还说gay和女权没关系……太有关系了",SWSR,1,1
483,一般的公安机关还不是滋蔓成灾的极端女权的对手，必须中央统一部署，重拳出击。因为她们在中国互联网上已经形成了全国一盘棋，组织严密，斗志昂扬，大肆传播反婚、反育、仇男、仇父、仇母思想，见人就咬，见磁就碰，已经失去理智，近乎歇斯底里的疯狂！,SWSR,1,1
484,必须的，她们本来是礼仪小姐，而不是“立异”小姐,SWSR,0,0
485,田园女权到底啥意思...btw，其实只要自己不被洗脑，活的比谁都好就是真女权。把自己活得精彩，让男人汗颜。,SWSR,1,1
486,我说到的是真实经历的女上司，我提到女上司，不代表我就要洗白男上司。,SWSR,0,0
487,我妈就是。生了两个女儿对她而言是原罪，尤其是第二个打破了她最后的希望。,SWSR,0,0
488,我想，道德和艺术也许从最深的根源来看是割裂的。 一种追求纯粹的人性和绝对的自由的精神，怎么去思考如何不伤害他人，怎么会甘愿在条条框框里生活。 我们不断平衡两者，阻止肆意扩张的癌变，用一些条条框框规范生长的方向。 单纯的两者都是丑陋的，所以美丽是难得的。,SWSR,0,0
489,你对她有误解，她从来就跟清醒理智不沾边，欢场呆久了单纯的自私自利罢了，就这么一个没有人性不讲道德的低俗女利正好迎合大部分女人所谓的新女👊🏻 主流罢了。现实中你跟这种人当朋友她能把你介绍到ktv给卖了套现,SWSR,1,1
490,这些现在只能是我们自己的想法了。医院赔钱，家属沉默，真象到底怎样已经无从得知。,SWSR,0,0
491,真的姐姐 我也是社会学，出去做社会调查的时候一定是穿自己最土气的衣服，也不敢化妆,SWSR,0,0
492,"你看了直播吗？没有说top吧还是真的说了呀[泪][泪][泪],操他妈b，我现在去看看",SWSR,0,0
493,她们看不懂的“恶臭蝈蝻还要让女生生了孩子自己养活自己,SWSR,1,1
494,"还有说好的什么摆脱冷气向上走不喜欢啥就改变啥做唯一的光呢,第一我本来就是留学 第二 世界经济论坛的数据您觉得是我想象的？您哪位？",SWSR,0,0
495,负责到底贾跃亭，勤奋努力王思聪，一无所有王健林，不知妻美刘强东，悔创啊里杰克马，普通家庭马化腾，守身如玉范冰冰，两肋插刀是李晨，不走后门唯景甜，从未整容是杨颖，爱国艺人杜海涛，从不吸毒柯正东，摸茎校尉白百何，忠贞烈女是马蓉。”,SWSR,0,0
496,刚回复了一个大V：假如女人1不监督好男人戴套，2又嫌吃避孕药副作用，3又嫌让女性上环恐怖，4还妄想男性结扎，那往往爽后只好伤害身体去打胎。明明就是客观事实，她竟然喷我。有怀孕器官本身就是亏，还不做好防备，谁更蠢？怀璧其罪的道理而已,SWSR,1,1
497,文章是故意忽略Me Too吗？这笔钱是捐给Me Too的，Me Too是在美国兴起的轰轰烈烈的反性侵运动。很多人因为这个运动勇敢站出来揭露性侵者，也因为这个运动很多人的性侵行为被揭露出来。,SWSR,0,0
498,最女权的做法应该是消灭姓氏，最好带头废除姓氏，然后要求孩子也不带姓氏，派出所不许上户口就和派出所斗，妇女能顶半边天，不要怕国家暴力机器，在女性权力面前一切都是纸老虎，女性都是命运共同体，狗头保命,SWSR,1,1
499,也不是，感觉现在圈子里的抑郁症和前几年的企业高管，名校硕博士的比例差不多了,SWSR,0,0
500,现在市面上扎破避孕套套牢老实女人的越来越多了，要是再对堕胎加以限制我们女性就只能用一辈子不过性生活抗议了,SWSR,1,1
501,虽然我成不了杨丽萍，但我只要活得比母猪好，就可以不做母猪啊…,SWSR,1,1
502,这并不奇怪啊，只是政治不正确罢了。相比于同婚合法，代孕不合法更迫切。并且你不知道ww的gay推完同婚合法之后，就立马推代孕吗，并且成功了。,SWSR,0,0
503,把你头像换了再来说你喜欢长发行吗？顶着男人头像我没兴趣跟您讨论,SWSR,0,0
504,因为女性经常处于弱势地位所以才有额外保护啊。不过我觉得中国最不平等的一个就是彩礼文化，还有男方买房文化。自己物化自己,SWSR,1,1
505,这个该死的女人！没被家暴反而敢家暴我德普叔！真想揪着她的黄毛子搞死她啊！她算个屁啊！,SWSR,1,1
506,以前，有个女权姐妹，跟婚女尤其是支持家庭主妇自由的那种女权经常打交道的，她那时候不认识我们，也不知道婚驴这个词，她都是喊她们已婚妇女,SWSR,1,1
507,很多时候，罪恶只是我们不知道，而并不是不存在。从她们身上我看到了一种久违的东西，那就是敢公开揭露并反抗罪恶的勇气，属于每一个有正义感的人的血性。,SWSR,0,0
508,正常的女权运动一般人都会支持吧，但是微博里的极端女权必死,SWSR,1,1
509,看多了屌癌现在基本就直接骂完拉黑了 反正对社会底层的他们洗脑是没用的 层次越高的男性对女权越认可 而他们 烂在泥潭里吧,SWSR,1,1
510,这位女人各种博同情各种仗势欺人各种歪曲事实 我觉得她的内心是有变态杀人狂倾向的，她的人格是分裂且扭曲的,SWSR,1,1
511,不知道他娘看到这番言论作何感想，可能会后悔当初干嘛要生这种渣渣污染地球。,SWSR,0,0
512,你不当枪就是和全体女性割席！田园女拳！共沉沦警告,SWSR,1,1
513,奥斯卡最佳男主角什么时候变成了道德模范奖了？我爸对老婆和子女超好的，颁给我爸吧[呵呵],SWSR,0,0
514,是的，钱都是要还回去的，拜金女其实一分钱都拜不到，屌子多精,SWSR,1,1
515,“我当然认为任何形式的强奸和强制性行为都应该被惩罚，但此事与这个无关。我们现在看到的是尚未正当审判就进行的疯狂的定罪行为”,SWSR,0,0
516,会不会是男方喜欢高规格婚礼女方没兴趣能配合你们演戏已经很好了？所谓的男方出婚房是加名字？彩礼是多少钱啊，图个热闹的几万还是真金白银大几十万那可差老远呢。,SWSR,0,0
517,女权能干啥 转发微博和私信骂人罢了,SWSR,1,1
518,最他妈痛恨糟蹋姑娘的畜生了，愿那些人下辈子做只🐔,SWSR,1,1
519,我觉得不管是男性还是女性大家都拥有人权，应该相互平等，相互尊重理解,SWSR,0,0
520,博主这是在故意引战吧，现在任何一个心理健康的正常人看见这条新闻都应该为女孩父亲的行为感到气愤，对女孩的遭遇感到痛心，都会积极发声，为社会处于这种情况的人争取一些希望。而不是仅仅是女权（我指的是正确的女权，那些在网上冲浪的杠精别烦）来注意的。故意挑起不必要的争论是不应该的吧。,SWSR,0,0
521,"还有刘玉玲，都不甚了解一个人，就先谄媚吹捧上了，那她这说话也太不负责任太盲目了…,因为一些父母为了让女儿嫁得好送女儿去学艺术就骂艺术生？那照这逻辑，还有很多父母是为了多收彩礼才让女儿读大学的呢，那岂不是要骂所有女大学生了…木大妈自己没见识，轻易否定一个行业，我认识个教小提琴的不婚美女，北京两套房，赚钱比木大妈这种IT行业搬砖女屌丝容易，并不是一定要成为艺术家才行",SWSR,1,1
522,吼的滚出去了，待会儿还不得乖乖滚回来，所以尽管吼,SWSR,0,0
523,哈哈哈哈哈哈可不是嘛，有些男的厌女是为了遮掩没有女的愿意接触他的这个事实罢了，男人的自尊心不允许他接受“原来我是个垃圾，不被任何女人喜欢”这个事实,SWSR,1,1
524,这样一说的话，女艺人们任重道远的感觉。AKB48这种男粉绝对优势的女团就显得更厉害了。,SWSR,0,0
525,对啊我就觉得她比喻得特别好玩 看故事汇一样,SWSR,0,0
526,奶茶妹妹挺惨的 不管她什么原因嫁给刘 也都是瞎了眼了,SWSR,1,1
527,不管在哪一个年龄段，能真正比较独立思考的人都不是大多数,SWSR,0,0
528,特别理中客，并不模糊。就是男的对女的说话重一点，都不女权。这不是标准的田园女权嘛,SWSR,1,1
529,"憋生气～为啥我一跟你说话总有这张图的感觉～ 评论配图,没有人是纯粹的，那些闹ge\ming的男的也不纯粹,女权一代 奥兰普 德古热就真的上了断头台啊。",SWSR,1,1
530,又来了，活体厌女，既然这样你和男人锁死吧。当我们说男性歧视女性时，跳出来女性也歧视女性！说男性家暴妻子，女性也家暴！再说女上司好歹不会强奸猥亵你吧,SWSR,1,1
531,"其实前女权主义者已经爆料，外国的女权组织已经把这些人当成笑话和恶心别人甚至恶心国家的东西看，不过有些外国人居心不轨想看中国人笑话，就懒得搭理她们。,她们口气已经大得把妳们大众都视作女奴和缠足女，还有强行开除女籍处理。她们心里面一定在已经妄想得，掌握子宫就是号令天下甚至号令宇宙的话语权。她们把大众安了多少低智商帽子和罪行其实大家都有目共睹。,它们不仅给男性泼了一大堆无中生有的脏水，也把努力生活，努力奋斗的女人无缘无故背上了被躺枪的低智商低情商的傻瓜恶臭名声。,我的社交圈里面几乎知道它们的女的都恨她们恨到骨子里了。不是说认同家暴，而是觉得她们已经把女人的智商和情商还有能力都极大被侮辱了。知道它们的人不是怕它们，是懒得被这些傻瓜侮辱自己的生活和智商。其实这班傻瓜的所作所为大家都看在看里，是人家都已经觉得恶心得回复它们是侮辱自己。",SWSR,1,1
532,邓文迪表示，老娘可不背锅啊！当年邓文迪和老默是你情我愿的，不存在用强。况且，默多克的实力甩刘强东几百条第五大道了。。。,SWSR,0,0
533,"能真正、彻底做到保护好女性的权益后再说。现在这种鬼环境下要些彩礼是必须的。,作者是男性",SWSR,0,0
534,这叫激进吗？都不以推翻现有社会结构反而维护的叫什么激进啊,SWSR,0,0
535,感觉此案例后，此类事件的法律界限放宽了许多，比如阴晦地涉及到宗教侮辱，或涉及到对异性的侮辱。尤其不排除有些人为了迎合某个群体（反msl，反黑人，反动保）而注册相关商标，这块利益其实不小。最终对立面互相注册侮辱性商标，很容易加深族群冲突，但也可能只是加深行为艺术而已,SWSR,0,0
536,Jenner白手起家，哈哈哈哈，不是每个白手起家的人都可以成为亿万富翁的😂,SWSR,0,0
537,你忘了传教士教授清朝皇帝数学、天文和立法，教会在中国设立大学和医院。,SWSR,0,0
538,你也发现了。而且我赞同你说的 反婚反育动摇国家根本,SWSR,0,0
539,感觉她的人生是太顺风顺水了所以最近做的事才会那么欠考虑,SWSR,0,0
540,我觉得很多人最大的错误就是去用性别站队，最大的敌人是不公，是差别对待，是歧视。而不是性别。我个人觉得女权是好样的，但女拳就很让人不舒服。我真的蛮讨厌那种一杆子拍死全体男性的行为。,SWSR,1,1
541,对的我也是，以前还买过他的收费文章，后来发现是一个父母超生还来怼别人计划生育家庭的奇葩，就取了。,SWSR,0,0
542,女蛆这么丑男，建议往阴道里泼硫酸和废蛆,SWSR,1,1
543,过自己的生活，别去管别人的闲事，现在真的很多人都是“望人穷，望人坏的”，这种人太多，都去介意就活不下去了,SWSR,0,0
544,而且女权流派这么多，理论这么多，根本没有统一标准,SWSR,0,0
545,有抑郁倾向的人更想要通过其他方式释放自己    也有可能是因为现在抑郁症的人越来越多  圈子里也多了 这也正常吧   但是简介里写着抑郁症的不知道多少是真的就是了     况且抑郁症患者的亲密关系是他和另一个人之间的事情……别人就是喜欢他到不在乎抑郁症的烦人呢 无可厚非,SWSR,0,0
546,嘿嘿，我是男的经常会说B女说的最后一句话，把那些男的怼的哑口无言，也算性别上的优势吧，但最求平权的我不管这些,SWSR,1,1
547,曾经我在机核写的回复也有人十分ky的跑来回我“太长不看”，只要是分享观点的地方这种事儿真是常态,SWSR,0,0
548,哇 大教授动不得  结果第二天女博士被发现飘在河里,SWSR,0,0
549,这猜的确实有可能。但是我个人依然不认同“不要过分强调女权”的说法。女权这个词还在被污名化的时候，无论是个人还是媒体，反而更不应该避开这个词。重要的就是“定义权”捏在谁手上。女权被污名了，哪怕换个“平权”的说法，反对者一样不会接受。倒是这种温和避让，是注定会被利用的。,SWSR,0,0
550,请关注一下崔永元老师的事好吗？我们还有三观，我们人民还有底线！,SWSR,0,0
551,既无传统道德，又无新道德，还要搜刮两重权利，就等于女人要承担两重义务，让他们死去吧。,SWSR,1,1
552,德普前妻反正说过在一起十多年德普从来没动过她或者孩子们一根头发,SWSR,0,0
553,隐形歧视，无处不在。女孩子自己要硬气。,SWSR,0,0
554,很多艺术家都是其貌不扬，甚至猥琐，但是不妨碍他的艺术成就,SWSR,0,0
555,我之前看了个搞女👊🏻的，点进微博是今天给家里小孩买了啥买了啥，我都惊了，您不是厌恶男性，咋还结婚生孩子关键还带小孩,SWSR,1,1
556,说这句话的时候不想想她妈也是母猪,SWSR,1,1
557,因为这些虽性别为女，思想却是男人，所以仇女厌女。,SWSR,1,1
558,看了你在微博发的文章 很有道理 但是你只站在了你的角度你的立场你的价值观 不是所有人都愿意去找一个“儒雅”的衣冠禽兽的 原生家庭即使再糟糕 星星也有去追求美好的权利 她也不应该被一个所谓“更好”的人来承包所有 你的三观我不敢苟同,SWSR,0,0
559,我也是这么认为的 自己想靠权色交易上位 成功了的话成了既得利益者 反正已经成名成星了 靠这个还能层层热度 没成功的 正好控诉别人性骚扰 我还是那句话 早干嘛去了？,SWSR,0,0
560,帮农民干活，为农民致富，为国家水土流失治理出一点点绵薄之力。,SWSR,0,0
561,女权是人格独立，思想独立的现代女性应该有的，男人应该充分尊重女人，女人也同样应该尊重男人。,SWSR,0,0
562,微博有些文章还是不错的，虽然好多有趣的博主都炸号了!,SWSR,0,0
563,总算看到一个靠谱的观点了，你们美国不是法制社会么？在网上骂骂就可以定罪了？？一切等警方调查完再站队呗,SWSR,0,0
564,倒觉得不是被掌控权力的人操控着，是这些斗争的人自身没有意识到自己斗争的局限性，无形中孤立了其他女性和男性,SWSR,0,0
565,"<username>男拳是事实啊，田园女⭕ 不是你们yy出来的吗,咋滴，就准你们说女👊不许我们说男👊啊，看来男👊干啥啥不行双标第一名呢",SWSR,1,1
566,是啊大概就是那种杀自己女儿的妈吧,SWSR,0,0
567,是的，我也是女性滤镜极厚，如果对方是女的，就心软，一旦确定了性别男，马上开骂,SWSR,1,1
568,所以大家都这么说，然而川普真干了啥坏事却说不出来，除了堕胎权这事以外,SWSR,0,0
569,我实在是搞不懂有些人的三观了！他死很可怜吗？二十几个受害者听到自杀的消息难道会拍手称快？她们要的是法律的制裁然而他畏罪自杀让那些被害人永远得不到法律的道歉 还说他死的很可惜？还牵扯到他女儿 他女儿难道不会觉得有这样的父亲而感到耻辱吗,SWSR,0,0
570,"我们这边社会上的叔叔阿姨们听到我的这种言论都会断定我是一个有伤风化的女孩子。曾经还真的就有这种事情发生过，即便我是母胎solo，我就只是为女性抱不平，就有人说我肯定私生活不检点，还动不动就上升到父母没有教育好你的角度。,悄悄告诉你一件事，我们民族当中基本上男方都有这个情结，更可怕的是还有很多女生chu女情结没啥毛病",SWSR,1,1
571,虽然去年有四百万个女人离婚，但这里有几个是因为女权离的,SWSR,0,0
572,"我倒是了解过以后才张嘴的，很显然你没有，只听说了点模模糊糊的就张嘴了。,说得巴拉巴拉，还以为你多了解呢。“国内警察不配抢”？你哥不配抢不代表别人不配枪。跟踪、蹲点女人不行吗？又不是不会走路。网上规范用辣椒水的新闻一大堆，你看不到吗？并不是任何时候就直接掏枪的。你要不还是脑子撸顺了再出来讲话吧，语句都不顺，别丢你哥的人了。",SWSR,0,0
573,对对对对 我也觉得长期的suppress培养愚蠢的暴民…,SWSR,0,0
574,结婚前我就说了 ，不要彩礼，孩子跟你姓问题。。。结果老婆不同意。。。,SWSR,0,0
575,可是，谁来定义真实，谁又来解读真实，解构真实呢。。。,SWSR,0,0
576,「我曾经在水里跋涉了很多年。那令我筋疲力尽。水永远不会消失，但说出来，你可以搭建一座桥，或者成为你的救生船。」,SWSR,0,0
577,生在哪个国家我不能选择，但是我可以选择抗不抗鼎 做不做驴，而且还不费事,SWSR,0,0
578,这么厉害为啥只盯着职场啊？各行各业承担责任干活的没见几个女性耶，还是又干不了，又不想干，一有好处就挣着抢的多点,SWSR,1,1
579,至于娱乐圈的宽容，有一部分原因还在于追星群体，女性居多，对于男明星的宽容，对女明星的苛责，也有关系,SWSR,0,0
580,你可能有所误解。我的意思是说预约号一开始也是别人的，奶羊自己的号只有她的大号。至于奶羊用这个小号的用意她有发过微博，就是用来吐槽，发一些日常的，并没有任何付费咨询功能。她是在8月后才频繁发博 ，9 10月这样有些粉丝才关注她的小号,SWSR,0,0
581,我就纳闷了 那男的不是自愿的 能硬吗 能做吗？一点兴趣没有心情不好都做不了吧,SWSR,0,0
582,"你知道吗？资本主义社会里中产阶层也会觉得穷人穷是因为他们懒惰贪婪无知，而非社会结构问题呢。富人不会愿意承认他们比底层穷人优越是因为自己生在更优越的家庭而非因为他们自己努力优秀。,如果你上网发现原来异性会偷拍自己身边关系亲密的你同性（甚至是亲人）的隐私照片传上网站意淫自慰还供他人意淫猥亵，如果你发现自己对象偷拍你们的亲密行为还上传到网上供人观赏，如果你发现身边的异性会兴致勃勃搜索强奸你同性的录像还觉得理所应当，你也很难不极端呢,如果你从小因为不幸身材发育的好就被嘲笑被骚扰被周围人说骚，或者不幸身材过胖就被嘲丑猪污染眼睛去死，你也很难不极端呢。,所以我反对柯洁是因为他不尊重女性本质厌女，跟极端女权又有什么关系？更何况那些真极端女权还真就是厌女情节造成的呢。如果你被强奸过还要被其他人骂婊子连警察都说是因为你不小心，如果你从小因为性别就要被往身上扎针被差别对待被要求不上学打工供弟弟，你也很难不厌呢,我是女权我没说过女驴啊。更何况女人骂女人的事在男权社会就少了？生不了儿子被婆婆骂的儿媳妇少了？男人骂女人就少了？女驴？男权标准的婊子绿茶心机婊骚浪贱也有很多女生会跟着男性挂在嘴上骂别的女生呢。您要非要一锅扣给“所谓的女权”，那我是不是也得把那些猥琐强奸三年不亏一锅扣给所有男的？,女权反的是男权社会结构不是男性个体，要知道男权社会里虽然总体上男生比女生日子好过，但是掌权受益的可是那些社会上层掌握更多权力资源的男性哦。平民男性也是受压迫剥削的呀。,女权主义者不等于就是女生，男权主义者也不等于就是男生呀。一个为了生男孩逼儿媳妇打胎的婆婆是女人可她是标准的男权主义者呀。,你看，这就是污名化呀，把那些偏激的反对男性权益的盖上极端女拳的帽子之后，就方便给反对者盖帽子了呀。提起女权就想到女拳，就想到那些偏激的声音。可和性别议题扯上关系，在某些方面对男性态度偏激的声音，不代表就是在争取女性权益是在追求女权呀。,可是女权本身就在打拳啊，你在管谁叫拳师呢？本女权主义者是在打拳呀。",SWSR,1,1
583,真的，我从未对一个艺人有如此大的恶感,SWSR,0,0
584,唉，别整天抨击这个抨击那个整这些没用的，法庭上见不就得了嘛……,SWSR,0,0
585,motherfucker不是hiphop歌里最常出现的词么？？？？nh网民请不要加戏,SWSR,0,0
586,"中立本来就是看待一件未知事物的应有态度嘛  我说的照片不是说男生长相而是说两人的床照自拍 兄弟你要是想喷女权你找错人了 我不是女权主义者,呃……五亿太夸张了 中国我觉得封顶三百万 外国再多也就两三倍也足够封顶了 和男女无关",SWSR,0,0
587,"如何界定歧视和杠呢？那些被打上杠精标签的人是不是真的觉得不舒服了呢？如果是真的不舒服那么是不是就不存在杠精这个词了？营销号抽奖送姐妹，男生不站出来说就不是歧视了？只不过男生要么没看到要么看到了没觉得被侵犯吧，推己及人才觉得这次热评是杠，我并没有觉得cherry那条有歧视,",SWSR,0,0
588,和搞文字狱一样，抠字眼找问题，自以为找到了就要把人拖出来枪决,SWSR,0,0
589,那个，老凯确实说过这句话，在38妇女节那天和于阿姨一起说的。,SWSR,0,0
590,"其实我本来想说我是支持女尊的 后来想想算了 我骨子里还是个我自己过好就行的人,我看对立应该搞彻底一点 最好搞到最后BG灭绝于世 男配男 女配女 实现真正男女平权",SWSR,1,1
591,以及新电影卡司怎么能不提男神路易加瑞尔！,SWSR,0,0
592,你什么专业的呀，写女性权利的小论文,SWSR,0,0
593,"理性对待是要正确的看待社会现象，用合法有效的途径来解决问题。而不是在网络中利用言论来激化男女之间的矛盾。,首先你的说法过于绝对了。冷眼旁观男人天天砍女人，如果在你的身边天天都出现这种情况，你次次都是目击者肯定是可以寻求警方帮助的，你自己也不一定可以亲身上去反抗，这毕竟设计生命安全。其次大家都是生活在这个社会中的，我是真的没有遇到你说的天天砍。",SWSR,0,0
594,那你承认他使用传言评定一个人了吗？你可以支持这个案件里面伍迪艾伦的立场，但没必要在众多演员里面挑一个表态几乎是最中立得体的演员来开涮。,SWSR,0,0
595,有没有爸妈同姓呢 为啥有人留意别人有没有跟爸爸姓 真闲,SWSR,0,0
596,好像中国的女人都生活在水生火热中似的！！,SWSR,0,0
597,"就是太极端了。上纲上线,对呀。她们不是女权，是仇男",SWSR,1,1
598,那你给我说说你知道哪些平权男，我去看看他们有没有发声,SWSR,0,0
599,他后期真的是纯粹的商业作者了，佐井大和包括其他木叶小强但凡他像前期那样用点心真不至于单薄至此，很多角色都是靠着前期的塑造撑真的，我到现在都觉得很可惜,SWSR,0,0
600,其实你不需要说这么多，在这类恶性事件中，任何说出“受害者有罪”论和“双方其实都是受害者”论的人，都是彻头彻尾的伪君子！,SWSR,0,0
601,麻烦看清楚再喷，不然显得你很没智商。是博主说VAVA和PGONE比赛因为场内皮几万粉丝多所以胜出不公平。所以我只是告诉她二轮是由制作人决定胜负的。请问是谁在无缘无故的喷？,SWSR,0,0
602,大魔王和马良吧！这两个人简直标准答案，其它人也不抄一下,SWSR,0,0
603,人类靠奴役其它动物获取了肉蛋奶、毛绒、皮革、肥料、耕力、运力、战力等不计其数的财富，对于智力相同体力相差无几只因孕育而示弱的同类，同样可挟其要害榨取油水，获利远超想象。,SWSR,0,0
604,一场运动把人整死了，你认为是什么尿性呢，,SWSR,0,0
605,主要还是因为和米娅婚姻时候和自家未成年养女有染，这个很难让大众不去联想。,SWSR,0,0
606,Me Too从演艺圏扫到了文艺界，接下来就是政治界了，莫怪要连爆一些绯闻来転移,SWSR,0,0
607,女方深陷7p 黑道的网络暴力，你看不见。大量网友认为家暴没什么，抗日英雄的，你看不见。只要说蒋劲夫家暴可恶就被攻击老婆7p戴绿帽子的你看不见。你可真选择性失明呢,SWSR,0,0
608,看到这个特地去看了一下微博下面的评论。确实不太平，但是也没看到大部分学生都在跟评论这件事情的网友对骂。,SWSR,0,0
609,与其说这些是代言，倒不如说是带货。以前找代言人是为了树立品牌形象，现在是为了促销，还要有量化的效果考核，所以厂商才越来越倾向于短期合约。尤其是在如今消费品种类繁多差异化并不大的情况下，只能靠这种方式来影响消费者一时的选择,SWSR,0,0
610,我记得这是违法的，怎么就没人管了？当年我们的政治课上有一个案例就是父母逼婚，被判三年的，女权关注和转发这类的事情非常多，不能您看不见就cui女权啊,SWSR,0,0
611,可是我觉得很多在说metoo的也是一些既得利益者。,SWSR,0,0
612,这截图啊，是一个号称“女权男”的吊子呢！也就这水平了,SWSR,1,1
613,还好吧，前几天才听NY times的daily 一期播客专门聊这个事情,SWSR,0,0
614,"程序之后必然是实体判决，谁有资格来判决？联邦、州九人法庭？“不是因为我的判决是正确的所以它才是终局的，恰恰相反，我的判决之所以是正确的，是因为它享有终局性。”天老大你老二？谁享有终局性？造人的上帝和孕妇。,对强者限权例如是因为可能的长期伤害性质，彻底禁锢某阶段的权力？可贵？如果这个短禁的后果是一个常伴18年以下的活生生的生命，不排除很多因养育而生情，相看两不厌，但，两相厌、两相仇，谁在买单？有补偿吗？问天天不灵。",SWSR,0,0
615,不上升性别，就骂你个丑逼行吗？欢迎用你的生殖器“逼”来骂我,SWSR,1,1
616,90%同意，核心是这个没毛病，不过这个案件由于强奸犯拥有的社会资源和人脉，不能否认靠舆论压力才得以推进，明星们的转发更有利于提高热度和扩大舆论，警方才会迫于压力尽快办案，如果不是刚开始几万人持续关注转发，那这个案件恐怕还会像四年前一样悄无声息地被撤，根本不会被公众知晓,SWSR,0,0
617,我记得一个名人说过 空姐不就一服务员吗 为什么要漂亮？,SWSR,0,0
618,非常正确，确实，不需要完美的受害者，但同样，绝大多数加害者也不是天生暴力狂，为什么不可以追寻加害者从正常人变成暴力份子的原因呢？追寻这些并不意味着宣传完美受害者论，家庭矛盾产生时，导致家暴的原因可能有很多种，譬如无知或心理问题或其他，找出原因来对症下药展开宣传更能防患家暴于未然。,SWSR,0,0
619,实话都已经没人敢说了，大帽子分分钟扣下来。道德的用处现在都是拿来践踏的。,SWSR,0,0
620,不太明白在人权问题上为什么要进行男女分裂？那么在种族问题上我们可以说黑人白人人权是分裂的吗？,SWSR,0,0
621,你怎么不说艾梅柏在德普床上拉屎不是嗑药磕多了？？？,SWSR,0,0
622,"不过我得另外再提一句，利用任何矛盾，不管是种族还是地域还是性别，当做营销手段的公司，不管再怎么成功，都是人间之屑，不值得尊敬,其实看他们公司中国区负责人的嘴脸，就知道他们是怎样一个团队啦，真正伤心的应该是他们公司中有理智的人",SWSR,0,0
623,虽然我不知道发生了什么，但孩子跟谁姓，除了孩子父母别的人管的着吗？至少我自己的孩子，跟我姓或者跟我老公姓，只要我们小两口商量好就行了。哪怕孩子不跟我姓也没关系，她总是我的孩子，不妨碍我爱她。也更不碍着无关的人了。,SWSR,0,0
624,讲真 我觉得有些女性简直是毒药 没有屌 确是屌癌,SWSR,1,1
625,难道不是拍了照合同不公平 没有相应的报酬以及照片她没有话语权等等问题吗 升级之后也是荒木的男尊女卑观念 弱小者要学会保护自己吗？关脱衣服什么事？,SWSR,0,0
626,一个高知其本身就是剥夺者留下的产品，还在说不平等，真是资本者剥夺者贪得无厌,SWSR,0,0
